name,id,price,hash,rarityScore,rarityRank
Naru 08167,8167,1300000000,QmYKFmKUyy74Squxtf82YPsbM7nYkpjJ8HRgr5FNEAmqWK,455,462
Naru 02201,2201,,QmSnh342XV1xpCXqYZMgTbLB6kaHZjyyu5fWSdKqpaS25H,455,463
Naru 04896,4896,,QmQZcr4uXBqmMtx6yJDRgy12qffxP2DThnabzYx31Lj9Wv,455,464
Naru 08003,8003,,QmbiDVCHNiDsPhf3k1Ar6ec8m6PLnbmcmQgA1BusZuUmm3,454,465
Naru 06976,6976,2500000000,QmaKVQwAam7T6PnMan7unCkCf2KqdXTg7Y7ziiwqckqR8S,454,466
Naru 01374,1374,,QmXjy1yUrmzvDF3caHYZFNJHmBdGN79YEM9qAhpjXiJASR,454,467
Naru 03031,3031,,QmbsTiDXfr716aKWs8to5xqHGegBbT6QV4TgmwHugi2eNs,454,468
Naru 05770,5770,2450000000,Qmd1FPkdKmFz9VoDsbJMZei1vWsUYexgEWuvSJ5UGiawDu,454,469
Naru 06485,6485,,QmZFzEtbmSEdaYt4AEu6QDecZvKY8PujXGE6dQdRQAoauj,453,470
Naru 08555,8555,,QmPgwEB4gFZ4B7FWwu2aktgAHJvJMwa2K4Xfd9cdVw6eoZ,453,471
Naru 08800,8800,,QmXjN1ctRcVVuiBKNBXjpxqAFBmPBQaBwVV5iBze7tEeLu,453,472
Naru 01223,1223,,QmYKwscL6bXcTLCP95UgEVvS55pqCXUryF9GVcW1xfuUNz,453,473
Naru 00002,2,,QmRYLuA6ZLfJDHYzrezsbfeWXpZh3wRTyp49rQ67wCaXqU,453,474
Naru 06265,6265,,QmeNLhbda3qaAXwDnUmCH3rKLQyn5bkEkqift7ip9qecbg,453,475
Naru 08115,8115,,QmdvKEA4qwxAJQCGSB1Mt8omVUxg2av5ZyRRtqLi1SAfnF,452,476
Naru 08798,8798,,QmeuvjXNy8szMFqZqdUCnaqHGj4YPRoBp3Ktx5coGpRGzo,452,477
Naru 02299,2299,,QmeAzKBxmqnqXPXWjSNC4Pi1yBuhE2trY32MWCPYy6Eg8P,452,478
Naru 09236,9236,,QmdqP35B9LbpktmfRfFzKhyVoUnwWP8PL72J2E6pckrRjg,451,479
Naru 03027,3027,,QmXijNeotV15pbUpMc8msGA6yMePTDaGbgdV5K6DdEuicR,451,480
Naru 01400,1400,,QmNYvcWRH2J1WyEW6cA4a7Y6FgdzuUtmiSSoFthFMriTu1,451,481
Naru 09511,9511,,QmP1mDTRAxZVgSVzbXbMGNXFmhAbPAQEuU7Vi6cFYNsA5b,451,482
Naru 01604,1604,,QmSxgnL1hQMxMbicFqcALmUtzcAsEZLDsf7qfgSzkdkZUi,450,483
Naru 00854,854,,QmX9sNQAYB6hcU9zihZgWJEprNusEGtQNQ1AULAMyRZg7b,449,484
Naru 07350,7350,,QmfKYs9cYUk4dwTxGyY7Zga2fzxgRMeSVtkDsGCvSySifp,449,485
Naru 07754,7754,,QmW3ceY5Ri5ho3aaLdiHZDMXqi6tMWwzeSHrT1Y7PQZ2fi,449,486
Naru 03092,3092,,QmciYpufTM26VmXFokgTZkGE9MbYhEAVE1QZh18sFDaVTF,449,487
Naru 09936,9936,,QmTzBaYECVEwPHrDiU8tfQQjEJUoJy9ZkJQk1rD6xsYymK,449,488
Naru 07149,7149,,QmShdw2tNiyQcNfB7vY2Y8ywQVKJUCFBngEDVZsH4nk1eB,449,489
Naru 03168,3168,,QmYk9KZ6KV1fRaKjL6yfunQDinLB9bTzyC8zGt87rywAhE,448,490
Naru 05339,5339,2500000000,QmeeMC3b8h2M8iCt9WhruSmGV1GmLA8EJ7mkNQAx9exocP,448,491
Naru 03561,3561,,QmcsyQ8t7EFzXXeymkJxTad9wpERR8u1ZcFbe42tV5smXt,448,492
Naru 02814,2814,,QmaNQVjhSaAusULAkFsuLuSQKrKEipTq7Lvn1Z2CMmr6fr,448,493
Naru 02743,2743,,QmRoPkuAQj35xm3389ddvtZWULemEUEuPftYmotYRVVqCo,448,494
Naru 06210,6210,,QmPAVxQWgfZVmei7QB1978BpuJSi8yQXMLxn8MLNXGi2fe,448,495
Naru 00374,374,,QmWVzy3as5QUFtqfLtbZgTq8dRdHFgzyoreLmFjgXrJ54H,448,496
Naru 09303,9303,,QmYrAqz9x8yNwPybXRuYkAPw3LS4qJJ1KTjjTm49hdv3Q6,448,497
Naru 00543,543,,Qmb24UCKkFRtmYdiWfDhPo3UvBngfXV9JrYUcLjLcoNpYt,448,498
Naru 03313,3313,,QmbxFn2Vuc9wWTgGvcULe6bqRWfBXvXJgqYDkmKbyWd2oQ,447,499
Naru 06665,6665,,QmNzQkiEEHKRQwdHhHi6LiB6M5YcxnkHpRoRoC941EziNY,447,500
Naru 07671,7671,1200000000,QmY7f4ojikyqgerD4uzmBy4eTaPx49tP6A6P2JPkv6rcjZ,446,501
Naru 06397,6397,,QmTyjPhVKGSh3SFo3wZSdiJWvbia75a1K5J1nRHcSveqLU,445,502
Naru 08844,8844,,QmQsYeTvYKAw2SfQmVFyXKz1KJdYdN6dh9VK7mFuGQkDsU,445,503
Naru 02752,2752,,QmYEnEqL5RVw2vcQ3LMoijBRo1skoJNAbU2bygzHcz4YWQ,445,504
Naru 01564,1564,,Qmes1pRoPVueBbzx92ndjJrnP41ptuK4od7sy26M7anbYr,444,505
Naru 04423,4423,,QmYpUdcYqNKu2zUqTBJLKPJzCAGRHb6ZhtgPtRQgBWHUv3,444,506
Naru 07538,7538,,QmcEmWudRLMDMk4vYwwRtWLy1wPaPMfnvNwbu9ZsVaBseV,444,507
Naru 02192,2192,,QmbxQ67p2weUtnufmTQdEWTCr7Za9WseG2P1mUVxkRXtfX,444,508
Naru 05833,5833,,QmWKkQGg7Q42MHiyfXiFjJAKCQX42Qio9ZTGt1ZyXGXoSw,443,509
Naru 06063,6063,1500000000,QmWqEYDA32uaF8dZzA4KhPMuWVdEJBKK3JA9bLPKHEXamH,443,510
Naru 08364,8364,77777000000,QmTfi1cp9wSeTCCnyKpLCvwgfZXUtRFEvQJtXJ4gpMmh94,443,511
Naru 07725,7725,,Qmcpuc6MiLk8VXJJnDi3fDSMdqxwNoxU4ZxpzBNQ4VzZYB,442,512
Naru 01336,1336,,Qmcp5DhxbGjKze2X3K4GtmesB3KmPJSVfMiUrzLbKsPobc,442,513
Naru 05087,5087,,QmT5JttjaZD5q7dWnyoBHnnsza9eT6RDbewpjjz1aC3ZV4,442,514
Naru 06792,6792,,QmdGkqDWBGfU4T9oZ9NGVEzYiQEwPKpy6XNwoAixFVFw4N,442,515
Naru 00388,388,919000000,QmQnxUznzJKjfzc3UFDSy5KCyyyvWLEgTZgxyBemWBxrU7,442,516
Naru 00342,342,,QmNf5jNDMfGZ3xt2Cp6idv3TYLK24ZaB8z5FjcxphfYwoN,442,517
Naru 00225,225,,QmYEur7oocVTumqFrttxiCKfpDDnqH15bLMRAs2RST1jA1,441,518
Naru 09099,9099,,QmWpLYxaeYjP6G9D2Yo8M5XpZNX41d7gsJ6oPdRvPW6bYp,441,519
Naru 09575,9575,,QmQ5m3LFYyaCD1ia2wHDzsaS7DvtAy1MuS4jAa7YUaUMS6,441,520
Naru 00138,138,,QmcTfJ3ohtpz8hW5Let9rjL1th2KYpxpkEVCzWkWAANe37,441,521
Naru 00486,486,,QmXSccCP7tu5kWnAtQY7tUADUyPT9ucHjjfW6tqjA5JdfN,440,522
Naru 09850,9850,,QmRKrHVXkHyLjw4peFiYYvGqbfdAohMVBuPZHAW2meNQo5,440,523
Naru 07989,7989,,QmWSAqUHZ9uhf5kF2RfGbFD5yoeTWi3CxUg7b7DFRBJVvu,439,524
Naru 04575,4575,,QmWziNdZdiYs1gDbUWheNdeUT4dwLwzXQRkQcmZTHPkJnt,439,525
Naru 09328,9328,,QmTdVzLFmEL6SSzYPQGxQWLtsJLNLdzcXJyQEiDDspWXZ8,439,526
Naru 06914,6914,,QmamSn31QxBqFFDRFPp1T1NSE6iFMAdpcsansUhhZ7rzrq,439,527
Naru 09766,9766,,QmZCTe6HLeg2eASNYSxnEJU5o8kbqS59xJ5cVcDmaBnRX3,438,528
Naru 09956,9956,,QmP76P7CF8TNQw8wteKAjGatVkzGNw5umNHdw35d9M8og7,438,529
Naru 08082,8082,,QmPKcziUD8KAgurUqmrcVhhDp7cLctZEAJgb37EyseEsyC,437,530
Naru 06310,6310,,QmPAEX6AeKNTwXo5kVme5sHAdFjFEC7PoL9MUEmFpjL9g2,437,531
Naru 04369,4369,,QmepPYoZHTZ3nBwPeNJrE5ia6TockpjNcooLn9HYL5GQQC,437,532
Naru 03870,3870,,QmPgG7SuSaJN6BqXEpiBfoMaWXDFi9gN7VDCtFXGtHCXPR,437,533
Naru 02245,2245,,QmSp8ns8nu54xLKv38gJ5iWjsrHNW8LroPFYMGhUpxNBAV,437,534
Naru 09545,9545,,QmfGn6toiJnL471nvCqGkt23HM8LUwnL1fSeYuidAc41Nd,437,535
Naru 03731,3731,,QmXb5HK5LKtTh6atzAUZ9fjtMtDZtPAwPhSZSe34vTGidB,437,536
Naru 06706,6706,,QmcAUZD5qLeGp7BBgLP3wZjHxb7GjwpxEBXHQmYJFNXYcx,436,537
Naru 07182,7182,,QmbvHg3DWPDAgSvMBsSVwKbtDAhgwMiq8bLJMGHcAUrvUy,436,538
Naru 04473,4473,,QmPhMfavqNV86E6W3auwoEJQHY2jGGhHRgZEZmN3TBVNaD,436,539
Naru 03926,3926,,QmNdvHZuXJM9vUmsPCZvsS4bde5uGfq4yBFXsRka5oFEfZ,436,540
Naru 00080,80,,QmZj7VZaXGxNrbQi4d4GN9qMrfyuk8eUVWGaPB1aY1b67B,436,541
Naru 00934,934,,QmbXNB7qbBrt1HobTUmGNL38MGbgkMs7bi5va8rvxbnHHT,436,542
Naru 05526,5526,,QmfWybbbbMQEzErPhqXuSoWhbJNMxpM3scsawwwGMgCRXY,435,543
Naru 01345,1345,,QmZqaUeDqe3uyepjjbRXpAz7xRKTQFrvxNPoBBeqXXowe4,435,544
Naru 01534,1534,,QmcuDftobrrFC3trvVreLeoAXrXDVLG4nWFHw6txkHuEpf,435,545
Naru 00261,261,,QmPvwaJdH5X52zWRET4AkaJJPjhk5eS57ZivKazphMUXtT,435,546
Naru 04707,4707,,QmRHbE9CrhYk58U83mMms9EBVz2ygy8tsshtivAXmsPYw4,435,547
Naru 07816,7816,,QmPDLDFMBzBKsRWxepRhtHs4yi6pqhetdwmkPvsQsxawnA,435,548
Naru 00572,572,,QmNotPhp1T6zWF3y1AP6EduPp9CSi7b9BcHxiuhx9bAdAd,433,549
Naru 01301,1301,2500000000,QmUMYzZUudnxQDNfByH4vh3Qzc1MCDt34z5MBgJg8dc7Fn,433,550
Naru 03088,3088,,QmcCzj65JF6N77w2jfYP9xnNXwczgX7YdRDR3X58quqTqJ,433,551
Naru 02919,2919,,QmTk6KVZP1w84s3xXjJAB9RdiK1a1hgdKsQHzCnYmaV1XA,433,552
Naru 07621,7621,,QmRgivL8FYq1EEsRnhTBiX7Xcm8iZLP5KbyveTauaGY4DK,433,553
Naru 08512,8512,1200000000,QmR7H1GxE7JkK7yWTmFuryGXBotetYqxasLzPT5DRyZiXr,433,554
Naru 07058,7058,,QmejGkUngLWDsoPC1wk689p7MLwUQv4cYWM6YfBxgPXP3E,433,555
Naru 03770,3770,,QmYYp4TgbkCLZFWa8JdbEhXGbGYXFpBKSe3xvTyjFwjBQp,432,556
Naru 01156,1156,,QmXLWJ4ZoMyshuctvFoEaCfSkjESEM9fKCmjb8vHmAxrhw,432,557
Naru 07787,7787,,QmbquvexETsBLvJFCMGsq3Vh8bNd49wKaGvsEpXMK5nAHM,432,558
Naru 07984,7984,2350000000,Qmf34hzdPW3dai1wsT2grA3Hxa3HyHccUEuugJzyoHBrRw,432,559
Naru 05472,5472,,Qmd8qJFrGxVaV9yZc6dspWjXRDkkGpmcF31tkooyGFSZ2x,432,560
Naru 03383,3383,,QmZhNJ5oFQJp3sz3VdV5PDZbbMd4FxhHx1KedXEym5r3qh,431,561
Naru 05104,5104,,QmQh5zQu8KsduZUpGLvhZyxGckTHBBvMW4hGijydaQf3dw,431,562
Naru 05022,5022,,QmRaFCnpb16kYkaMECxryBNSSNGLHgVJeV8KtWXfk2FwB5,431,563
Naru 01415,1415,,QmWqhTnEZtDwEijwAm6ESCvLiSARitRv2ybM5fK3FauGXS,430,564
Naru 06329,6329,,QmNLwtLjdc4dV9HQ8GdcaWjZQU9Zzwhh1QcHF8SMN8c6Jk,430,565
Naru 05030,5030,,QmX5wpUkby8f1J7ozKxvAZggvNUitWEwxMsfA8Dt35prau,430,566
Naru 07637,7637,,QmeRMPhFBcdJgSbBZF3285Lxk33qeVBuesPp7Ey5xiRxAj,430,567
Naru 08317,8317,,QmRRsqBKvyuiDNYCcmdfeajCVjgKv7B9h7roYnCUsC3cV6,430,568
Naru 04066,4066,,QmVTMuxdhrYEKsEnEbqYUUDPTMK5JryEBzfvyVpncvatyt,429,569
Naru 02052,2052,,QmQ2iztNr9edbt9snNKiqhQKEZwFDWyHUbTwKJ3hKGQSK1,429,570
Naru 03368,3368,,QmPQ9jwpHKnwSWYHvmmWw3g6ere6mCGjLMorSuXvNHVZkU,429,571
Naru 07232,7232,,QmX6SiqcbzNTGXnBFRNp1ocz5d3qptf7vDxhxDJtQcWw6r,429,572
Naru 07718,7718,,QmaCVGzt7Gcty9372XJHcr4fYUp94STHUYSKDG2UPps3ju,429,573
Naru 03613,3613,,QmRnzEAE1PZWGos94VJg55FAex7HzZUU1vyUdRWrsCurQk,429,574
Naru 01218,1218,,QmRBFaUVDPqj3Cv4Q8MDStNRWxcuzTQk62yKVTCBYVNJFe,429,575
Naru 06667,6667,,QmU91h9ToYkpapmiYZrhhYGrCrUeRwzfiS9nAv5fqJ8KZv,428,576
Naru 03147,3147,,QmZsUEKztv98LBMWSszWsgGT8xAZ51tQFmBXekcwHbw484,428,577
Naru 06346,6346,,QmXJEHtFxv4hhSw9pPVpG67guRz2RTjQXE9a5e2xzUEhK2,427,578
Naru 07818,7818,,Qmd8ev4XbpUrSQ2T9syifQf22BzCFCaJMyUHuACGPQvg21,427,579
Naru 05143,5143,,QmcJsFSSufE5aJDFWDHLTU4xrz5e7oTUDvkbkWwHbR83Df,427,580
Naru 08042,8042,,QmcW4HcYCYcMavnTfTNQoS7Rrvhqyi4tPUBiHqfY7MoWyB,427,581
Naru 00529,529,,QmcHMNsTped3Bkj3DPWytFZgJgxsQAdJQSgiLjL49Gy6Fx,427,582
Naru 09733,9733,,QmUugCRUkdZB7uVA4J1pDuArXXGejJNbMGxmjTnjq7Vbpp,427,583
Naru 00940,940,,QmYZxuQ1xXU4FaC4SPAGGX1QDEMubMQafzCJb5f3kuUSvj,427,584
Naru 09446,9446,,QmQZsJ6N5ZFbFaus3KMJLeSKgC5wCo7RDywbivKF732D82,426,585
Naru 09791,9791,1400000000,QmdxjUNToTNCVLg1T6q4jU7j6q3RqCkdWY155QqSeRSRMA,426,586
Naru 05420,5420,,QmcM993BU8hk74qE9B6AYacBFs4kHhojqeWi3NYDb8pmkm,426,587
Naru 01584,1584,,Qmd5r1nVPeE7GUjSqPSbTChoXYGErf4DZBe8xx4UiEJB2L,426,588
Naru 06410,6410,,QmcmJtMhYBzVem5DsjxegsN5XzmTkwzJsd6xqFTLs3yLnh,426,589
Naru 05730,5730,,QmQgiKNsUnYyXhz5FbycBziaLw6kfSGG5TV6VEfQNXWRoV,425,590
Naru 00263,263,,QmbD43zVjKvxc4drcbU4qy8hgHBCfmVfiq6Lnqfh8ur48X,425,591
Naru 09674,9674,,Qmbbtw6sUtSfFhutmp2iE29X27VEqunwZHi8RnJVfvc9qf,425,592
Naru 02278,2278,2290000000,QmTV9q4itoMbdcxJWmKSgU2KJvCqv4Hwn5cxAqHzsCX4d2,425,593
Naru 06953,6953,,QmdBZTihKsTWBM3ibN3vxeX2hZY6dBYPKRkBMxB3vcGz55,425,594
Naru 00262,262,,QmXnazg3kyaQ6o5pfmUr6a52XCfiwJFtfRuJdDTVUvmZ31,425,595
Naru 03928,3928,,QmWx3wSTwdd3sD5G9F1eXcsSh1WihNnsXUZy9D5z54W9pf,424,596
Naru 09312,9312,6500000000,QmaanZ1sFtcDQcyUJCTYNZ3NEoYzaRFXQCQepo2fr3TgdC,424,597
Naru 01496,1496,,QmdWAdvPsDxZ2QQvdUbVybbaH3o42sQhfs5Pb7avmfoWo3,423,598
Naru 09637,9637,,QmPGETsWTiicn6q2XQyi9QRKxDU9oLhJX8nbk19SEMD5QT,423,599
Naru 02720,2720,,QmdWrGMwCSoTPZR2bTY73KEHKmhXBg2TzsAMkgaG9pULop,423,600
Naru 09028,9028,,QmPv57Ffj3QVXUpJnE5T9egeTSvTVW4qyJRZHRpGGFRU5w,423,601
Naru 09479,9479,,QmZNh5hUFxBGdcj3LsJbqjrMCnVP8DZA7JvLb4iXdbRaLz,423,602
Naru 05591,5591,,QmXYcUpar4bAyFBP196hLybd8ftpQxqvQkJhLaVfSgjoZ3,422,603
Naru 05307,5307,,QmUyZhhwSDzHRkU2yADTwUqkWy8S77u5n4D1qGC1wWFMJi,422,604
Naru 07127,7127,,QmdVZQfohEEPGmQXP6hMZLSf2rBte3zWyjhg9tKgWiqtqH,422,605
Naru 02428,2428,2000000000,QmaNTacAFZGbwNQAJhbVEP5Bd3EqGiwHen3uWkTaPeKdfS,422,606
Naru 02184,2184,,QmWAtbp81eqNYFkV1YVUd9m9AHacm2vbYmFtDzvP62ve1q,421,607
Naru 04288,4288,,QmPxWh1NtZwDsURVAKzLSSxPytZABB8nZQT4fXm1xZbHA8,421,608
Naru 07889,7889,,QmVeRyuF4Kph21FLUtBxVdWYZfBBVuk43e2Px8VVoQ6aiK,421,609
Naru 03385,3385,,QmTLBYFv76A4f4suk2LuuABpQ6L8yiEiUE8WF6ynD5z49E,421,610
Naru 04472,4472,2300000000,QmbSmCH9a4KBSGdXFAiPwFdWJTLtRtZi6hiRauVLGRNA2m,421,611
Naru 02579,2579,,QmRi3XukoWGDBKytjdh6U7BSoNk9bdoQzW4gAXk6ACKdRQ,421,612
Naru 02206,2206,,QmewPAePdcS12D793xHoxqWZcr51d4FBUA4ZsNKSmrUvHN,421,613
Naru 05595,5595,,QmZXDyr2bQZgDC1Y2rBDCJnjfqhY2wFmLxA76o75ppNUMt,420,614
Naru 02164,2164,,QmQVCJVQiG85YdCuTueo7hykSRyuuDekHTuFuFvHBgSwdJ,420,615
Naru 06635,6635,,QmPke6ry2BvUCHTcCiLMLdbo3824iQ3K6dXNSMF9htFHmE,420,616
Naru 09475,9475,999000000,QmQMX4vG3f6c7c3mXm1rF9a3YnpMG4oEca85M8pSmMXUB6,420,617
Naru 06941,6941,9000000000,QmfP7VASs6L4e8hYLUehT6MYmZwvotLVvYNPQUfgaPQsYD,420,618
Naru 07237,7237,,QmWLzQdZzAhTFuyYf2FonQJKV4hd4kNUFBHseviBN17DAB,420,619
Naru 03110,3110,,QmTST5tX1eSbkcRYJHPur7YdpccpY3ztvMjUYkx7kXyAYB,420,620
Naru 01589,1589,1150000000,QmVgToTG7md9M3vMveDqCb9v1q6ghE6dv1SdAggn5zs31N,419,621
Naru 09391,9391,,QmQCV3vLwNjE9g8aVBRfdMhXhWEcp3bFLWdj5cHWWjp1aY,419,622
Naru 00595,595,1200000000,QmT89V1JUrqrwGJZcn9E7ecFS26FbcAFEAUag1c2o2kuwP,419,623
Naru 02296,2296,,QmNri2nXrStYdVhsaZt2dm6BCDwYFyoCs7L9CS9GhwDHc3,418,624
Naru 06417,6417,,QmTN3feDsTkCqMjuc9d8duXEwh4EF35vt4xLFFHpzLRWJa,418,625
Naru 09729,9729,,QmTYBjqHtZTq1cmj8f8MojoTjSAkqTg4pJydTPhWrurqsK,418,626
Naru 03475,3475,,QmPuLvyPWRdFpBGCtVds6GfaLWdYd2UDWWNFS3UUMWFMz8,418,627
Naru 09065,9065,950000000,QmRGUUvAwMVTT9KRDZR8r1qK4inFxskkGK43SrcPZB7Etj,417,628
Naru 04268,4268,,QmYBSHhRUQhHurhq3zUkEhmakWYS4n9of11PBBpaX8YHCe,417,629
Naru 02791,2791,,QmVRx6tXZvRm6s3qUcGBVMNxPWrZmfS7p5naLed98yP5st,417,630
Naru 01388,1388,1050000000,QmT3zSgE1PU83W4GdMDmCwxB3Yw3YasfnknusypvtQBKpQ,417,631
Naru 03401,3401,,Qmf6hNVTA2snK2LTNKPfxf3MvGqhp1jkcQoaVc8HUXEFfT,417,632
Naru 04170,4170,,QmXooGri8gEecYBCxEHsJbcjarTUEHdQWFUhLpptvXrFuo,417,633
Naru 00782,782,,QmXNXGU5dm79pq3WMgUsF7QZQLxYGvStmPGjcbovk47fkM,417,634
Naru 07303,7303,,QmZxat1atzow4etT1U2KtrofJ82NhZxjVVBeuUzc75S6ab,416,635
Naru 05630,5630,,QmRgWzRt7xgszZ5Lyi9etPNAvigsURJnMDbx6UmyNY5wKk,416,636
Naru 01391,1391,,QmQwgE53tJkxas2fVxAL2AbtznFce5Egihk9wPjUssEa4K,416,637
Naru 03240,3240,1810000000,QmcTrQcdMFaxjFqTifN17TzJCU3M8MMy3ypoe7xxSMLDEQ,416,638
Naru 06106,6106,,QmTVS84FubAzJdobufMnXioaMTKu41ouyp8cqiqcRgvKeW,416,639
Naru 08207,8207,2500000000,Qmdu7FxxRWE7WXaLoApw5SrQ6Rw4UCnJxR3TZ88b9DZ5Kt,416,640
Naru 08926,8926,,QmUtZLKF3utTzz2i9DfubqW7MuzK13SErrmLjYtgyJneKK,415,641
Naru 07574,7574,,QmYkosQmigqeQHCXExnnRgvB3MEnpY1F5Dsxfsyr1qC7G8,415,642
Naru 04701,4701,,QmbSajqofNtkrDTRfbpz3q687wFwfcPsVHocx3gTsK7org,415,643
Naru 02077,2077,,QmSpeEeZNdupjibrPw1mHPB3wjLnWk7nYsrfwJMfD2Mp1d,415,644
Naru 00169,169,,QmbGXhRkSn8ZADWKBToriuiuBCpXTFkfMmV3d7TfUn3m5v,414,645
Naru 03779,3779,,QmTZtCU8MmiJFFLw7Go1acZj6d8f9CZnbLYtXtJNNV4zHh,414,646
Naru 02558,2558,,QmYQ93LMFLTMp8g68ZYgULD6ZxxahZBnryTHxEBAya6taG,414,647
Naru 07011,7011,,QmbqSbKnM3mQXZE8TiXv1qDia5QZTV19UYWxcgfrbtdwBY,414,648
Naru 00400,400,,QmWrjzXzc9r2Vc67XZixGNNQce7hsxNd8ZQN14Uwp1VWdG,414,649
Naru 04636,4636,,QmRvYeVnFNsCLrh5EJ2DjuJrswMJnookJXcT7GeGkKAwuF,414,650
Naru 05097,5097,,QmaX2tmDoUJh3BnhHcmMLighKsM3796vCgwVxuZ5aCaXEY,414,651
Naru 04005,4005,,QmNh7Xnog7S5DdEVKyjLs6Z5k1Hpym38AmLyATEWYdq9eG,414,652
Naru 03028,3028,,Qmdx2tEY6TSRumPZDZ4NG9GEinr7pikbxE5sF81YX6TgUn,414,653
Naru 07107,7107,,QmSBYf3CmkX2KD9z7mfNsb7NVzDJ3HFwfbRjcC2zq8GLiK,414,654
Naru 02129,2129,,QmfUqV1pmpj8NTXJTks2NMjXMZigWXME42zPA5XxWiuHFY,414,655
Naru 00114,114,,QmeVpGHYB2T8YJB4W2tmh7yYRuwcHWDvFzgLGmpRt6kxCR,413,656
Naru 08459,8459,,QmSuBZYpQo8DaN7Ss4AN72NppE1Ay39XUzAyYveLTjhTWe,413,657
Naru 03016,3016,,QmTLBaPJesUUhEMuyeUgg1ov7i9UPj14noav36qwbdWLWw,413,658
Naru 01901,1901,,QmTBpqirBvsSXXcDRvp7vRWPiZMBujXZL35pMs95dVfhNG,413,659
Naru 05536,5536,980000000,QmSAiMtPhfhaVYcymCPjoC25XvGXBQn2Z9LL7izMgmSDoh,413,660
Naru 05238,5238,,QmZCgRDvEZae7ukTv7jPQWAoCBg2MLzFF6A1HYf44os8DJ,413,661
Naru 08191,8191,1099000000,QmQ2HZ5n4jRRBMNALHpHTS7oNAFDEu7MogEM2mqgFdEReS,413,662
Naru 07247,7247,,QmUuPuqrr7u8pNJuo2qFnVKMqyUEALscmtpjbEcTRdRTSK,413,663
Naru 09768,9768,,QmRgi8mpW4Qxkv3VT8GgwDM2aeKAU8QV92mhJydmiB16Ry,412,664
Naru 09474,9474,,QmPbTcXRPaLvB1mnzft8QBWGGqgvsqixZrBCLeo61QZz5Y,412,665
Naru 05349,5349,,Qmbhdqd1cFDHfYwaKHYGyPCKsUo1iSdvQupZhwD2m9eJvp,412,666
Naru 09924,9924,,QmYezt2jThNaRVTDPvG2rEX6s3U8zZ4Jd7zXcftussiFRA,411,667
Naru 02232,2232,1260000000,QmSk9f325EDzCMDSFQFENoqVpDk4j2sznMz1bZhTgd9aBk,411,668
Naru 01753,1753,,QmfU8nG23EmKzb7mQrKE26oihzxaR6CGaKVXhwBuLxur9s,411,669
Naru 05141,5141,,QmRC3e7qGRi6aCedVBdYD28yvHEnBcNY5WHC9XEi958enM,411,670
Naru 06209,6209,1999000000,QmSrvfccCrmcpq5ac361S9UBX6cVxUDAJ4VPPpVSMJ6RPB,410,671
Naru 04797,4797,1500000000,QmQG2vobwaP1x7eCVJZb9URaoMEph19vCsThpYAw11cnJe,410,672
Naru 08396,8396,,QmNUDYgurf1mGY3oxDXHhi8DD7U3eRsN4ecB8Nbcg6VxMB,409,673
Naru 09722,9722,,QmezLjrSFLB545P7NWkmKyUuLePubafaac2UDrjKP51yZK,409,674
Naru 05852,5852,1050000000,QmZX1icA2ftgDA4YQJpCX7QcB72SY1CPwjyxSFuNPMw5yg,409,675
Naru 00760,760,,Qmdt6uCfns4DvYZHAp4mmGyYwTDRvYvXsA1GGHwRJ5Er2p,408,676
Naru 03629,3629,,QmZG8qaKFCvopqcXRDDrheFzeKKjogqikcDYXT9feRpZ7c,408,677
Naru 00917,917,,QmSmqD8VfpRVXHGDNqwXzJRNTE621XL7EedKHxuLUfppQu,408,678
Naru 03077,3077,730000000,QmQ1Ld49kqqjsjUBwf4qewCKLZmheTnNaocf2RPYdKT8eu,408,679
Naru 02214,2214,,QmQMD6FdBHuQJE9BZGHHZRc2V5yzNvSz1an579iTf64YhX,407,680
Naru 03765,3765,1500000000,QmZz9b7yKWnhe282ywpi5TQXz5Q8XNgJ42VtE4SvLu9bsw,407,681
Naru 04344,4344,,QmTGi1WRK54x4DsnryNXsXGMsRs3yBTY9MtEEF1aXxuPFx,407,682
Naru 08928,8928,,QmYe6YYvzkuQzN6FnFK74yg2jP5Ntpf7SHBCNand9cUfe6,407,683
Naru 04300,4300,,QmUhrhMZpdW5553QELjJd3A2Zh4Qoy7uVPGZxs9zHrJt1M,407,684
Naru 07676,7676,,QmW9w2HLdJEjJU1rhMfAf5Crs5CLbntkm2dnJkgqtQkZ9C,407,685
Naru 02609,2609,,Qmd74NHUF423HN4FPPbf7sv2AiAmArrefJQGtWtzz9ZwFL,406,686
Naru 08343,8343,1100000000,QmSzyiLtJwaZeudHHDsFp7emGvUMy9bPSUbj9Y2wwKQJpd,406,687
Naru 04056,4056,,QmSw6xZLLK2KLjdctkFA8jBS1Z6ov3jhSQiHvNjQk4XNQA,406,688
Naru 00054,54,,QmR1UTJ733kJ594CXJ9zGdJuDvyiGvaqKNE2e9MR2QCeza,406,689
Naru 06873,6873,,QmWUv2NnAEjRCaeZHukDXPeEWFqpR64RJYNfxq2wzsuuDk,406,690
Naru 06978,6978,,QmQTqdMRqjx7hXyfM425cTdzCxGeqgEyHAs4WWoQp7UrTU,406,691
Naru 02557,2557,,QmUQDyjmPizEtXvj7FYe13aTRjuknsA8JF8hdKqSwEcsmh,405,692
